K14	  1637.631315	  1.1
K14	  1637.633131	  1.6
K14	  1637.634346	  2.8
K14	  1637.636146	 35.6
K14	  1637.639023	  2.7
K14	  1637.639315	  3.9
K14	  1637.640469	  5.5
K14	  1828.814532	  4.8
K14	  1828.815519	  2.1
K14	  1828.816250	 36.0
K14	  1828.819417	 13.9
K14	  1828.819622	 19.6
K14	  1828.819724	 18.6
K14	  1972.645740	  4.3
K14	  1972.647029	  2.7
K14	  1972.651029	 59.9
K14	  1972.651894	  5.1
K02	 73720.864647	  0.6
K02	 73720.866953	  1.6
K02	 73720.867303	  6.0
K02	 73720.868892	  1.4
K14	 73720.872825	  2.0
K14	 73720.875575	  0.9
K14	 73720.878075	  2.0
K14	 73720.882475	  2.1
K14	 73720.886925	 25.3
K02	 75546.583782	 37.5
K02	 75546.589910	  6.4
K02	 75546.591705	  1.6
K02	 75546.594244	  2.4
K02	 77849.800612	  9.4
K02	 77849.808465	  9.6
K02	 77849.810394	  3.1
K02	 77849.820311	 63.9
K02	 77849.821253	  2.2
K02	 77849.821657	  2.6
