Date: 2011-07-28
Station: K02

Time (s)      E (V/m)
77513.3405932  -0.06042628
77513.3405942  -0.05871725
77513.3405952  -0.05798481
77513.3405962  -0.05822896
77513.3405972  -0.05798481
77513.3405982  -0.05847311
77513.3405992  -0.05920555
77513.3406002  -0.05822896
77513.3406012  -0.05822896
77513.3406022  -0.05993799
77513.3406032  -0.05871725
77513.3406042  -0.05920555
77513.3406052  -0.05871725
77513.3406062  -0.05944969
77513.3406072  -0.05896140
77513.3406082  -0.05822896
77513.3406092  -0.05896140
77513.3406102  -0.05993799
77513.3406112  -0.05969384
77513.3406122  -0.05944969
77513.3406132  -0.05920555
77513.3406142  -0.05944969
77513.3406152  -0.05871725
77513.3406162  -0.05871725
77513.3406172  -0.05798481
77513.3406182  -0.05920555
77513.3406192  -0.05920555
77513.3406202  -0.05944969
77513.3406212  -0.05847311
77513.3406222  -0.05847311
77513.3406232  -0.05944969
77513.3406242  -0.05871725
77513.3406252  -0.05798481
77513.3406262  -0.05920555
77513.3406272  -0.05896140
77513.3406282  -0.05896140
77513.3406292  -0.05993799
77513.3406302  -0.05822896
77513.3406312  -0.05920555
77513.3406322  -0.05822896
77513.3406332  -0.05871725
77513.3406342  -0.05944969
77513.3406352  -0.05920555
77513.3406362  -0.05993799
77513.3406372  -0.06018213
77513.3406382  -0.05944969
77513.3406392  -0.05896140
77513.3406402  -0.05896140
77513.3406412  -0.05993799
77513.3406422  -0.05896140
77513.3406432  -0.05896140
77513.3406442  -0.05896140
77513.3406452  -0.05871725
77513.3406462  -0.05822896
77513.3406472  -0.05944969
77513.3406482  -0.05993799
77513.3406492  -0.05944969
77513.3406502  -0.05993799
77513.3406512  -0.05896140
77513.3406522  -0.05871725
77513.3406532  -0.05847311
77513.3406542  -0.05944969
77513.3406552  -0.05993799
77513.3406562  -0.05822896
77513.3406572  -0.05896140
77513.3406582  -0.05920555
77513.3406592  -0.05896140
77513.3406602  -0.05944969
77513.3406612  -0.05944969
77513.3406622  -0.05969384
77513.3406632  -0.05944969
77513.3406642  -0.05920555
77513.3406652  -0.05969384
77513.3406662  -0.06042628
77513.3406672  -0.05969384
77513.3406682  -0.05993799
77513.3406692  -0.06067043
77513.3406702  -0.05993799
77513.3406712  -0.05944969
77513.3406722  -0.05944969
77513.3406732  -0.05896140
77513.3406742  -0.05920555
77513.3406752  -0.05944969
77513.3406762  -0.05944969
77513.3406772  -0.05822896
77513.3406782  -0.05871725
77513.3406792  -0.05847311
77513.3406802  -0.05896140
77513.3406812  -0.05871725
77513.3406822  -0.05871725
77513.3406832  -0.05896140
77513.3406842  -0.05896140
77513.3406852  -0.05969384
77513.3406862  -0.06018213
77513.3406872  -0.05969384
77513.3406882  -0.06018213
77513.3406892  -0.05920555
77513.3406902  -0.05993799
77513.3406912  -0.05993799
77513.3406922  -0.05896140
77513.3406932  -0.05871725
77513.3406942  -0.05896140
77513.3406952  -0.05944969
77513.3406962  -0.05920555
77513.3406972  -0.05993799
77513.3406982  -0.05920555
77513.3406992  -0.05969384
77513.3407002  -0.05969384
77513.3407012  -0.05944969
77513.3407022  -0.05969384
77513.3407032  -0.05896140
77513.3407042  -0.05896140
77513.3407052  -0.05871725
77513.3407062  -0.05969384
77513.3407072  -0.06018213
77513.3407082  -0.05969384
77513.3407092  -0.05944969
77513.3407102  -0.05871725
77513.3407112  -0.05847311
77513.3407122  -0.05774067
77513.3407132  -0.05871725
77513.3407142  -0.05944969
77513.3407152  -0.05969384
77513.3407162  -0.05969384
77513.3407172  -0.05847311
77513.3407182  -0.06018213
77513.3407192  -0.06042628
77513.3407202  -0.05822896
77513.3407212  -0.05822896
77513.3407222  -0.05920555
77513.3407232  -0.05896140
77513.3407242  -0.05944969
77513.3407252  -0.05944969
77513.3407262  -0.05822896
77513.3407272  -0.05822896
77513.3407282  -0.05822896
77513.3407292  -0.05871725
77513.3407302  -0.05847311
77513.3407312  -0.05944969
77513.3407322  -0.05944969
77513.3407332  -0.05896140
77513.3407342  -0.06018213
77513.3407352  -0.05871725
77513.3407362  -0.05920555
77513.3407372  -0.05871725
77513.3407382  -0.05871725
77513.3407392  -0.05798481
77513.3407402  -0.05920555
77513.3407412  -0.05847311
77513.3407422  -0.05798481
77513.3407432  -0.05920555
77513.3407442  -0.05920555
77513.3407452  -0.05896140
77513.3407462  -0.05969384
77513.3407472  -0.06067043
77513.3407482  -0.06091457
77513.3407492  -0.05993799
77513.3407502  -0.06115872
77513.3407512  -0.05993799
77513.3407522  -0.05920555
77513.3407532  -0.05896140
77513.3407542  -0.05822896
77513.3407552  -0.05896140
77513.3407562  -0.05944969
77513.3407572  -0.05944969
77513.3407582  -0.05920555
77513.3407592  -0.05871725
77513.3407602  -0.05822896
77513.3407612  -0.05847311
77513.3407622  -0.05822896
77513.3407632  -0.05822896
77513.3407642  -0.05896140
77513.3407652  -0.05847311
77513.3407662  -0.05871725
77513.3407672  -0.05847311
77513.3407682  -0.05993799
77513.3407692  -0.05774067
77513.3407702  -0.05822896
77513.3407712  -0.05798481
77513.3407722  -0.05871725
77513.3407732  -0.05944969
77513.3407742  -0.05920555
77513.3407752  -0.05944969
77513.3407762  -0.06140287
77513.3407772  -0.06091457
77513.3407782  -0.05920555
77513.3407792  -0.05969384
77513.3407802  -0.05944969
77513.3407812  -0.05896140
77513.3407822  -0.05993799
77513.3407832  -0.05920555
77513.3407842  -0.05944969
77513.3407852  -0.05920555
77513.3407862  -0.06018213
77513.3407872  -0.05920555
77513.3407882  -0.05920555
77513.3407892  -0.05871725
77513.3407902  -0.05871725
77513.3407912  -0.05847311
77513.3407922  -0.05822896
77513.3407932  -0.05920555
77513.3407942  -0.05871725
77513.3407952  -0.05871725
77513.3407962  -0.05847311
77513.3407972  -0.05847311
77513.3407982  -0.05798481
77513.3407992  -0.05944969
77513.3408002  -0.05822896
77513.3408012  -0.05822896
77513.3408022  -0.05896140
77513.3408032  -0.05920555
77513.3408042  -0.05822896
77513.3408052  -0.05944969
77513.3408062  -0.05920555
77513.3408072  -0.06042628
77513.3408082  -0.05920555
77513.3408092  -0.05896140
77513.3408102  -0.05847311
77513.3408112  -0.05944969
77513.3408122  -0.05847311
77513.3408132  -0.05822896
77513.3408142  -0.05920555
77513.3408152  -0.05944969
77513.3408162  -0.06018213
77513.3408172  -0.05920555
77513.3408182  -0.05944969
77513.3408192  -0.05920555
77513.3408202  -0.05871725
77513.3408212  -0.05774067
77513.3408222  -0.05798481
77513.3408232  -0.05944969
77513.3408242  -0.05847311
77513.3408252  -0.05896140
77513.3408262  -0.05969384
77513.3408272  -0.06115872
77513.3408282  -0.05944969
77513.3408292  -0.05969384
77513.3408302  -0.05920555
77513.3408312  -0.06018213
77513.3408322  -0.06067043
77513.3408332  -0.05896140
77513.3408342  -0.05847311
77513.3408352  -0.05847311
77513.3408362  -0.05847311
77513.3408372  -0.06042628
77513.3408382  -0.05993799
77513.3408392  -0.06042628
77513.3408402  -0.05969384
77513.3408412  -0.05847311
77513.3408422  -0.05847311
77513.3408432  -0.05847311
77513.3408442  -0.05969384
77513.3408452  -0.05944969
77513.3408462  -0.05847311
77513.3408472  -0.05847311
77513.3408482  -0.05847311
77513.3408492  -0.05847311
77513.3408502  -0.05944969
77513.3408512  -0.05993799
77513.3408522  -0.05871725
77513.3408532  -0.05896140
77513.3408542  -0.05798481
77513.3408552  -0.05871725
77513.3408562  -0.05896140
77513.3408572  -0.05798481
77513.3408582  -0.05896140
77513.3408592  -0.05920555
77513.3408602  -0.05896140
77513.3408612  -0.05920555
77513.3408622  -0.06042628
77513.3408632  -0.05896140
77513.3408642  -0.05896140
77513.3408652  -0.05944969
77513.3408662  -0.05896140
77513.3408672  -0.05920555
77513.3408682  -0.06018213
77513.3408692  -0.05993799
77513.3408702  -0.05993799
77513.3408712  -0.06018213
77513.3408722  -0.05969384
77513.3408732  -0.05896140
77513.3408742  -0.05944969
77513.3408752  -0.05920555
77513.3408762  -0.05969384
77513.3408772  -0.05944969
77513.3408782  -0.05871725
77513.3408792  -0.05920555
77513.3408802  -0.05871725
77513.3408812  -0.05896140
77513.3408822  -0.05896140
77513.3408832  -0.05969384
77513.3408842  -0.06042628
77513.3408852  -0.06042628
77513.3408862  -0.05871725
77513.3408872  -0.05774067
77513.3408882  -0.05822896
77513.3408892  -0.05871725
77513.3408902  -0.05993799
77513.3408912  -0.05993799
77513.3408922  -0.05993799
77513.3408932  -0.05993799
77513.3408942  -0.05944969
77513.3408952  -0.05847311
77513.3408962  -0.05896140
77513.3408972  -0.05944969
77513.3408982  -0.05871725
77513.3408992  -0.05896140
77513.3409002  -0.05871725
77513.3409012  -0.05920555
77513.3409022  -0.05847311
77513.3409032  -0.05896140
77513.3409042  -0.05871725
77513.3409052  -0.05896140
77513.3409062  -0.05969384
77513.3409072  -0.05896140
77513.3409082  -0.05920555
77513.3409092  -0.05920555
77513.3409102  -0.05969384
77513.3409112  -0.05969384
77513.3409122  -0.05944969
77513.3409132  -0.05944969
77513.3409142  -0.05896140
77513.3409152  -0.05896140
77513.3409162  -0.05847311
77513.3409172  -0.05847311
77513.3409182  -0.06018213
77513.3409192  -0.05969384
77513.3409202  -0.06018213
77513.3409212  -0.05920555
77513.3409222  -0.05798481
77513.3409232  -0.05847311
77513.3409242  -0.05944969
77513.3409252  -0.05847311
77513.3409262  -0.05822896
77513.3409272  -0.05993799
77513.3409282  -0.05871725
77513.3409292  -0.06018213
77513.3409302  -0.06067043
77513.3409312  -0.06018213
77513.3409322  -0.05920555
77513.3409332  -0.05822896
77513.3409342  -0.05798481
77513.3409352  -0.05822896
77513.3409362  -0.05798481
77513.3409372  -0.05847311
77513.3409382  -0.05896140
77513.3409392  -0.05871725
77513.3409402  -0.05920555
77513.3409412  -0.05774067
77513.3409422  -0.05871725
77513.3409432  -0.05822896
77513.3409442  -0.05871725
77513.3409452  -0.05871725
77513.3409462  -0.05847311
77513.3409472  -0.05920555
77513.3409482  -0.05944969
77513.3409492  -0.05993799
77513.3409502  -0.05871725
77513.3409512  -0.05896140
77513.3409522  -0.05920555
77513.3409532  -0.05944969
77513.3409542  -0.05896140
77513.3409552  -0.05896140
77513.3409562  -0.05847311
77513.3409572  -0.05944969
77513.3409582  -0.06067043
77513.3409592  -0.06115872
77513.3409602  -0.05993799
77513.3409612  -0.05822896
77513.3409622  -0.05798481
77513.3409632  -0.05774067
77513.3409642  -0.05822896
77513.3409652  -0.05896140
77513.3409662  -0.05993799
77513.3409672  -0.05920555
77513.3409682  -0.05969384
77513.3409692  -0.05896140
77513.3409702  -0.05871725
77513.3409712  -0.05847311
77513.3409722  -0.05896140
77513.3409732  -0.05798481
77513.3409742  -0.05896140
77513.3409752  -0.05920555
77513.3409762  -0.05822896
77513.3409772  -0.05871725
77513.3409782  -0.05798481
77513.3409792  -0.05920555
77513.3409802  -0.05847311
77513.3409812  -0.05944969
77513.3409822  -0.05896140
77513.3409832  -0.05896140
77513.3409842  -0.06042628
77513.3409852  -0.05969384
77513.3409862  -0.05822896
77513.3409872  -0.05847311
77513.3409882  -0.05847311
77513.3409892  -0.05896140
77513.3409902  -0.05871725
77513.3409912  -0.05896140
77513.3409922  -0.05944969
77513.3409932  -0.05969384
77513.3409942  -0.05993799
77513.3409952  -0.05920555
77513.3409962  -0.05920555
77513.3409972  -0.05944969
77513.3409982  -0.06018213
77513.3409992  -0.06091457
77513.3410002  -0.05969384
77513.3410012  -0.05896140
77513.3410022  -0.05920555
77513.3410032  -0.05920555
77513.3410042  -0.05871725
77513.3410052  -0.05871725
77513.3410062  -0.05798481
77513.3410072  -0.05944969
77513.3410082  -0.05871725
77513.3410092  -0.05944969
77513.3410102  -0.05993799
77513.3410112  -0.05847311
77513.3410122  -0.05871725
77513.3410132  -0.05896140
77513.3410142  -0.05920555
77513.3410152  -0.05969384
77513.3410162  -0.05822896
77513.3410172  -0.05920555
77513.3410182  -0.05920555
77513.3410192  -0.05847311
77513.3410202  -0.05944969
77513.3410212  -0.05944969
77513.3410222  -0.05944969
77513.3410232  -0.05993799
77513.3410242  -0.05944969
77513.3410252  -0.06042628
77513.3410262  -0.06042628
77513.3410272  -0.06042628
77513.3410282  -0.05993799
77513.3410292  -0.06042628
77513.3410302  -0.05896140
77513.3410312  -0.05920555
77513.3410322  -0.05896140
77513.3410332  -0.05871725
77513.3410342  -0.05896140
77513.3410352  -0.05871725
77513.3410362  -0.05920555
77513.3410372  -0.05847311
77513.3410382  -0.05896140
77513.3410392  -0.05871725
77513.3410402  -0.05871725
77513.3410412  -0.05798481
77513.3410422  -0.05871725
77513.3410432  -0.05871725
77513.3410442  -0.05822896
77513.3410452  -0.05822896
77513.3410462  -0.05871725
77513.3410472  -0.05920555
77513.3410482  -0.05871725
77513.3410492  -0.05920555
77513.3410502  -0.06018213
77513.3410512  -0.06091457
77513.3410522  -0.06042628
77513.3410532  -0.05993799
77513.3410542  -0.05847311
77513.3410552  -0.05822896
77513.3410562  -0.05847311
77513.3410572  -0.05944969
77513.3410582  -0.05896140
77513.3410592  -0.05896140
77513.3410602  -0.05920555
77513.3410612  -0.05774067
77513.3410622  -0.05920555
77513.3410632  -0.06042628
77513.3410642  -0.05969384
77513.3410652  -0.05944969
77513.3410662  -0.05993799
77513.3410672  -0.05920555
77513.3410682  -0.05847311
77513.3410692  -0.05871725
77513.3410702  -0.05920555
77513.3410712  -0.05920555
77513.3410722  -0.05993799
77513.3410732  -0.05944969
77513.3410742  -0.05944969
77513.3410752  -0.06018213
77513.3410762  -0.05944969
77513.3410772  -0.06018213
77513.3410782  -0.05896140
77513.3410792  -0.05969384
77513.3410802  -0.05871725
77513.3410812  -0.05944969
77513.3410822  -0.05871725
77513.3410832  -0.05920555
77513.3410842  -0.05944969
77513.3410852  -0.05969384
77513.3410862  -0.05871725
77513.3410872  -0.05822896
77513.3410882  -0.05969384
77513.3410892  -0.05871725
77513.3410902  -0.05969384
77513.3410912  -0.05871725
77513.3410922  -0.05993799
77513.3410932  -0.05920555
77513.3410942  -0.05871725
77513.3410952  -0.05969384
77513.3410962  -0.05969384
77513.3410972  -0.06042628
77513.3410982  -0.05896140
77513.3410992  -0.05896140
77513.3411002  -0.05920555
77513.3411012  -0.05847311
77513.3411022  -0.05847311
77513.3411032  -0.05871725
77513.3411042  -0.05871725
77513.3411052  -0.05896140
77513.3411062  -0.05896140
77513.3411072  -0.05969384
77513.3411082  -0.05944969
77513.3411092  -0.05847311
77513.3411102  -0.05920555
77513.3411112  -0.05871725
77513.3411122  -0.05920555
77513.3411132  -0.05847311
77513.3411142  -0.05871725
77513.3411152  -0.05871725
77513.3411162  -0.05944969
77513.3411172  -0.05920555
77513.3411182  -0.05993799
77513.3411192  -0.06018213
77513.3411202  -0.05896140
77513.3411212  -0.05944969
77513.3411222  -0.05798481
77513.3411232  -0.05847311
77513.3411242  -0.05920555
77513.3411252  -0.05920555
77513.3411262  -0.05871725
77513.3411272  -0.05847311
77513.3411282  -0.05822896
77513.3411292  -0.05871725
77513.3411302  -0.05993799
77513.3411312  -0.05920555
77513.3411322  -0.05944969
77513.3411332  -0.05896140
77513.3411342  -0.05871725
77513.3411352  -0.05871725
77513.3411362  -0.05822896
77513.3411372  -0.05920555
77513.3411382  -0.05822896
77513.3411392  -0.05896140
77513.3411402  -0.05822896
77513.3411412  -0.05920555
77513.3411422  -0.05993799
77513.3411432  -0.05969384
77513.3411442  -0.05896140
77513.3411452  -0.05798481
77513.3411462  -0.05944969
77513.3411472  -0.05944969
77513.3411482  -0.05896140
77513.3411492  -0.05944969
77513.3411502  -0.05822896
77513.3411512  -0.05847311
77513.3411522  -0.05896140
77513.3411532  -0.05944969
77513.3411542  -0.05944969
77513.3411552  -0.05871725
77513.3411562  -0.05920555
77513.3411572  -0.05944969
77513.3411582  -0.05847311
77513.3411592  -0.05871725
77513.3411602  -0.05944969
77513.3411612  -0.05920555
77513.3411622  -0.05944969
77513.3411632  -0.05896140
77513.3411642  -0.05896140
77513.3411652  -0.05896140
77513.3411662  -0.05847311
77513.3411672  -0.05871725
77513.3411682  -0.05920555
77513.3411692  -0.05920555
77513.3411702  -0.05847311
77513.3411712  -0.05822896
77513.3411722  -0.05847311
77513.3411732  -0.05822896
77513.3411742  -0.05920555
77513.3411752  -0.05896140
77513.3411762  -0.05896140
77513.3411772  -0.05944969
77513.3411782  -0.06018213
77513.3411792  -0.05944969
77513.3411802  -0.05944969
77513.3411812  -0.05896140
77513.3411822  -0.05896140
77513.3411832  -0.05896140
77513.3411842  -0.05896140
77513.3411852  -0.05896140
77513.3411862  -0.05896140
77513.3411872  -0.05896140
77513.3411882  -0.05896140
77513.3411892  -0.05871725
77513.3411902  -0.05944969
77513.3411912  -0.05944969
77513.3411922  -0.06042628
77513.3411932  -0.06067043
77513.3411942  -0.06018213
77513.3411952  -0.05920555
77513.3411962  -0.05871725
77513.3411972  -0.05896140
77513.3411982  -0.05896140
77513.3411992  -0.05822896
77513.3412002  -0.05847311
77513.3412012  -0.05944969
77513.3412022  -0.05871725
77513.3412032  -0.05871725
77513.3412042  -0.05871725
77513.3412052  -0.06042628
77513.3412062  -0.05944969
77513.3412072  -0.05944969
77513.3412082  -0.05920555
77513.3412092  -0.05944969
77513.3412102  -0.05993799
77513.3412112  -0.05944969
77513.3412122  -0.05993799
77513.3412132  -0.05896140
77513.3412142  -0.05896140
77513.3412152  -0.05920555
77513.3412162  -0.05920555
77513.3412172  -0.05896140
77513.3412182  -0.05822896
77513.3412192  -0.05847311
77513.3412202  -0.05871725
77513.3412212  -0.05822896
77513.3412222  -0.05847311
77513.3412232  -0.05847311
77513.3412242  -0.05920555
77513.3412252  -0.05993799
77513.3412262  -0.06018213
77513.3412272  -0.06067043
77513.3412282  -0.06018213
77513.3412292  -0.06018213
77513.3412302  -0.05993799
77513.3412312  -0.06042628
77513.3412322  -0.05993799
77513.3412332  -0.06018213
77513.3412342  -0.05774067
77513.3412352  -0.05847311
77513.3412362  -0.05920555
77513.3412372  -0.05896140
77513.3412382  -0.05896140
77513.3412392  -0.05822896
77513.3412402  -0.05822896
77513.3412412  -0.05896140
77513.3412422  -0.05969384
77513.3412432  -0.05944969
77513.3412442  -0.05993799
77513.3412452  -0.05969384
77513.3412462  -0.05944969
77513.3412472  -0.05871725
77513.3412482  -0.05920555
77513.3412492  -0.05920555
77513.3412502  -0.05920555
77513.3412512  -0.05920555
77513.3412522  -0.05993799
77513.3412532  -0.05944969
77513.3412542  -0.05896140
77513.3412552  -0.05969384
77513.3412562  -0.05920555
77513.3412572  -0.05896140
77513.3412582  -0.05896140
77513.3412592  -0.05969384
77513.3412602  -0.06067043
77513.3412612  -0.06115872
77513.3412622  -0.05944969
77513.3412632  -0.05847311
77513.3412642  -0.05871725
77513.3412652  -0.05847311
77513.3412662  -0.05944969
77513.3412672  -0.05896140
77513.3412682  -0.05920555
77513.3412692  -0.05871725
77513.3412702  -0.05920555
77513.3412712  -0.05871725
77513.3412722  -0.05896140
77513.3412732  -0.05944969
77513.3412742  -0.05920555
77513.3412752  -0.06018213
77513.3412762  -0.05969384
77513.3412772  -0.05944969
77513.3412782  -0.05969384
77513.3412792  -0.05896140
77513.3412802  -0.05969384
77513.3412812  -0.05871725
77513.3412822  -0.05774067
77513.3412832  -0.05896140
77513.3412842  -0.05896140
77513.3412852  -0.05969384
77513.3412862  -0.05944969
77513.3412872  -0.05847311
77513.3412882  -0.05896140
77513.3412892  -0.05920555
77513.3412902  -0.05944969
77513.3412912  -0.05822896
77513.3412922  -0.05871725
77513.3412932  -0.05896140
77513.3412942  -0.05944969
77513.3412952  -0.05920555
77513.3412962  -0.05944969
77513.3412972  -0.05920555
77513.3412982  -0.06018213
77513.3412992  -0.06018213
77513.3413002  -0.05896140
77513.3413012  -0.05944969
77513.3413022  -0.05944969
77513.3413032  -0.05896140
77513.3413042  -0.05944969
77513.3413052  -0.06042628
77513.3413062  -0.05969384
77513.3413072  -0.05969384
77513.3413082  -0.05969384
77513.3413092  -0.05896140
77513.3413102  -0.05896140
77513.3413112  -0.05871725
77513.3413122  -0.05920555
77513.3413132  -0.05871725
77513.3413142  -0.05774067
77513.3413152  -0.05871725
77513.3413162  -0.05969384
77513.3413172  -0.05920555
77513.3413182  -0.05822896
77513.3413192  -0.05920555
77513.3413202  -0.05871725
77513.3413212  -0.05822896
77513.3413222  -0.05871725
77513.3413232  -0.05871725
77513.3413242  -0.05871725
77513.3413252  -0.05871725
77513.3413262  -0.05944969
77513.3413272  -0.05920555
77513.3413282  -0.05847311
77513.3413292  -0.06018213
77513.3413302  -0.05993799
77513.3413312  -0.06042628
77513.3413322  -0.06018213
77513.3413332  -0.05944969
77513.3413342  -0.05847311
77513.3413352  -0.05896140
77513.3413362  -0.05920555
77513.3413372  -0.05920555
77513.3413382  -0.05822896
77513.3413392  -0.05871725
77513.3413402  -0.05969384
77513.3413412  -0.05969384
77513.3413422  -0.05944969
77513.3413432  -0.05896140
77513.3413442  -0.05871725
77513.3413452  -0.05847311
77513.3413462  -0.05969384
77513.3413472  -0.06042628
77513.3413482  -0.05920555
77513.3413492  -0.05896140
77513.3413502  -0.05944969
77513.3413512  -0.06018213
77513.3413522  -0.05944969
77513.3413532  -0.05920555
77513.3413542  -0.05944969
77513.3413552  -0.05896140
77513.3413562  -0.05920555
77513.3413572  -0.05871725
77513.3413582  -0.05993799
77513.3413592  -0.05969384
77513.3413602  -0.06018213
77513.3413612  -0.05969384
77513.3413622  -0.05871725
77513.3413632  -0.05871725
77513.3413642  -0.05896140
77513.3413652  -0.05822896
77513.3413662  -0.05920555
77513.3413672  -0.05969384
77513.3413682  -0.05896140
77513.3413692  -0.05822896
77513.3413702  -0.05920555
77513.3413712  -0.05944969
77513.3413722  -0.05871725
77513.3413732  -0.05896140
77513.3413742  -0.05920555
77513.3413752  -0.05822896
77513.3413762  -0.05871725
77513.3413772  -0.05896140
77513.3413782  -0.05920555
77513.3413792  -0.06042628
77513.3413802  -0.06042628
77513.3413812  -0.06018213
77513.3413822  -0.05969384
77513.3413832  -0.05847311
77513.3413842  -0.05798481
77513.3413852  -0.05871725
77513.3413862  -0.05896140
77513.3413872  -0.05944969
77513.3413882  -0.05920555
77513.3413892  -0.05969384
77513.3413902  -0.05944969
77513.3413912  -0.05969384
77513.3413922  -0.05993799
77513.3413932  -0.05896140
77513.3413942  -0.05847311
77513.3413952  -0.05822896
77513.3413962  -0.05920555
77513.3413972  -0.05896140
77513.3413982  -0.05920555
77513.3413992  -0.05896140
77513.3414002  -0.05896140
77513.3414012  -0.05871725
77513.3414022  -0.05896140
77513.3414032  -0.05920555
77513.3414042  -0.05871725
77513.3414052  -0.05896140
77513.3414062  -0.05993799
77513.3414072  -0.05944969
77513.3414082  -0.05822896
77513.3414092  -0.05944969
77513.3414102  -0.05847311
77513.3414112  -0.05969384
77513.3414122  -0.06042628
77513.3414132  -0.05944969
77513.3414142  -0.05920555
77513.3414152  -0.05822896
77513.3414162  -0.05896140
77513.3414172  -0.05847311
77513.3414182  -0.05896140
77513.3414192  -0.05871725
77513.3414202  -0.05822896
77513.3414212  -0.05774067
77513.3414222  -0.05896140
77513.3414232  -0.05944969
77513.3414242  -0.05920555
77513.3414252  -0.05896140
77513.3414262  -0.05944969
77513.3414272  -0.05847311
77513.3414282  -0.05847311
77513.3414292  -0.05993799
77513.3414302  -0.05920555
77513.3414312  -0.05871725
77513.3414322  -0.05896140
77513.3414332  -0.05920555
77513.3414342  -0.05993799
77513.3414352  -0.05944969
77513.3414362  -0.05871725
77513.3414372  -0.05944969
77513.3414382  -0.06018213
77513.3414392  -0.05969384
77513.3414402  -0.06067043
77513.3414412  -0.05847311
77513.3414422  -0.05871725
77513.3414432  -0.05822896
77513.3414442  -0.05920555
77513.3414452  -0.05896140
77513.3414462  -0.06018213
77513.3414472  -0.05993799
77513.3414482  -0.06018213
77513.3414492  -0.06067043
77513.3414502  -0.06018213
77513.3414512  -0.05944969
77513.3414522  -0.05993799
77513.3414532  -0.05920555
77513.3414542  -0.05920555
77513.3414552  -0.05896140
77513.3414562  -0.05920555
77513.3414572  -0.05993799
77513.3414582  -0.05871725
77513.3414592  -0.05920555
77513.3414602  -0.05896140
77513.3414612  -0.05944969
77513.3414622  -0.05944969
77513.3414632  -0.05920555
77513.3414642  -0.05896140
77513.3414652  -0.05871725
77513.3414662  -0.05847311
77513.3414672  -0.05822896
77513.3414682  -0.05920555
77513.3414692  -0.05944969
77513.3414702  -0.05920555
77513.3414712  -0.05896140
77513.3414722  -0.05871725
77513.3414732  -0.05944969
77513.3414742  -0.05944969
77513.3414752  -0.06018213
77513.3414762  -0.06018213
77513.3414772  -0.05969384
77513.3414782  -0.05847311
77513.3414792  -0.05871725
77513.3414802  -0.05847311
77513.3414812  -0.05896140
77513.3414822  -0.05798481
77513.3414832  -0.05920555
77513.3414842  -0.05993799
77513.3414852  -0.05871725
77513.3414862  -0.05847311
77513.3414872  -0.05822896
77513.3414882  -0.05920555
77513.3414892  -0.05822896
77513.3414902  -0.05871725
77513.3414912  -0.05993799
77513.3414922  -0.06018213
77513.3414932  -0.06018213
77513.3414942  -0.06042628
77513.3414952  -0.06042628
77513.3414962  -0.05993799
77513.3414972  -0.05920555
77513.3414982  -0.05993799
77513.3414992  -0.05920555
77513.3415002  -0.05822896
77513.3415012  -0.05944969
77513.3415022  -0.05969384
77513.3415032  -0.05871725
77513.3415042  -0.05896140
77513.3415052  -0.05896140
77513.3415062  -0.05944969
77513.3415072  -0.05871725
77513.3415082  -0.05896140
77513.3415092  -0.05871725
77513.3415102  -0.05871725
77513.3415112  -0.05920555
77513.3415122  -0.05871725
77513.3415132  -0.05920555
77513.3415142  -0.05896140
77513.3415152  -0.05944969
77513.3415162  -0.06018213
77513.3415172  -0.05920555
77513.3415182  -0.06018213
77513.3415192  -0.05969384
77513.3415202  -0.05871725
77513.3415212  -0.05993799
77513.3415222  -0.05944969
77513.3415232  -0.05969384
77513.3415242  -0.06018213
77513.3415252  -0.05944969
77513.3415262  -0.05993799
77513.3415272  -0.05944969
77513.3415282  -0.05847311
77513.3415292  -0.05920555
77513.3415302  -0.05920555
77513.3415312  -0.05871725
77513.3415322  -0.05896140
77513.3415332  -0.05993799
77513.3415342  -0.05944969
77513.3415352  -0.05847311
77513.3415362  -0.05969384
77513.3415372  -0.05896140
77513.3415382  -0.05969384
77513.3415392  -0.05993799
77513.3415402  -0.05944969
77513.3415412  -0.05969384
77513.3415422  -0.05993799
77513.3415432  -0.05993799
77513.3415442  -0.05920555
77513.3415452  -0.05944969
77513.3415462  -0.05847311
77513.3415472  -0.05871725
77513.3415482  -0.05944969
77513.3415492  -0.05798481
77513.3415502  -0.05871725
77513.3415512  -0.05871725
77513.3415522  -0.05896140
77513.3415532  -0.06067043
77513.3415542  -0.05993799
77513.3415552  -0.05774067
77513.3415562  -0.05871725
77513.3415572  -0.05871725
77513.3415582  -0.05896140
77513.3415592  -0.05871725
77513.3415602  -0.05896140
77513.3415612  -0.05920555
77513.3415622  -0.05847311
77513.3415632  -0.05944969
77513.3415642  -0.05920555
77513.3415652  -0.05969384
77513.3415662  -0.05847311
77513.3415672  -0.05920555
77513.3415682  -0.05920555
77513.3415692  -0.05920555
77513.3415702  -0.05920555
77513.3415712  -0.05896140
77513.3415722  -0.05969384
77513.3415732  -0.05944969
77513.3415742  -0.05920555
77513.3415752  -0.05944969
77513.3415762  -0.05969384
77513.3415772  -0.05920555
77513.3415782  -0.05871725
77513.3415792  -0.05798481
77513.3415802  -0.05822896
77513.3415812  -0.05896140
77513.3415822  -0.05944969
77513.3415832  -0.05871725
77513.3415842  -0.05993799
77513.3415852  -0.05920555
77513.3415862  -0.05920555
77513.3415872  -0.05896140
77513.3415882  -0.05822896
77513.3415892  -0.05920555
