Date: 2011-07-28
Station: K02
Channel: 1

Time (s)      E (V/m)
77513.3406838  -0.04358017
77513.3406848  -0.04406846
77513.3406858  -0.04358017
77513.3406868  -0.04358017
77513.3406878  -0.04309187
77513.3406888  -0.04333602
77513.3406898  -0.04504505
77513.3406908  -0.04480090
77513.3406918  -0.04406846
77513.3406928  -0.04309187
77513.3406938  -0.04235943
77513.3406948  -0.04358017
77513.3406958  -0.04333602
77513.3406968  -0.04260358
77513.3406978  -0.04284773
77513.3406988  -0.04333602
77513.3406998  -0.04333602
77513.3407008  -0.04333602
77513.3407018  -0.04309187
77513.3407028  -0.04333602
77513.3407038  -0.04309187
77513.3407048  -0.04358017
77513.3407058  -0.04333602
77513.3407068  -0.04260358
77513.3407078  -0.04358017
77513.3407088  -0.04309187
77513.3407098  -0.04309187
77513.3407108  -0.04406846
77513.3407118  -0.04358017
77513.3407128  -0.04431261
77513.3407138  -0.04455675
77513.3407148  -0.04382431
77513.3407158  -0.04455675
77513.3407168  -0.04382431
77513.3407178  -0.04260358
77513.3407188  -0.04235943
77513.3407198  -0.04309187
77513.3407208  -0.04309187
77513.3407218  -0.04333602
77513.3407228  -0.04333602
77513.3407238  -0.04333602
77513.3407248  -0.04382431
77513.3407258  -0.04382431
77513.3407268  -0.04382431
77513.3407278  -0.04309187
77513.3407288  -0.04406846
77513.3407298  -0.04382431
77513.3407308  -0.04382431
77513.3407318  -0.04284773
77513.3407328  -0.04358017
77513.3407338  -0.04235943
77513.3407348  -0.04309187
77513.3407358  -0.04284773
77513.3407368  -0.04382431
77513.3407378  -0.04358017
77513.3407388  -0.04480090
77513.3407398  -0.04333602
77513.3407408  -0.04431261
77513.3407418  -0.04504505
77513.3407428  -0.04406846
77513.3407438  -0.04406846
77513.3407448  -0.04358017
77513.3407458  -0.04382431
77513.3407468  -0.04211529
77513.3407478  -0.04333602
77513.3407488  -0.04284773
77513.3407498  -0.04358017
77513.3407508  -0.04406846
77513.3407518  -0.04480090
77513.3407528  -0.04358017
77513.3407538  -0.04309187
77513.3407548  -0.04358017
77513.3407558  -0.04333602
77513.3407568  -0.04309187
77513.3407578  -0.04309187
77513.3407588  -0.04333602
77513.3407598  -0.04309187
77513.3407608  -0.04382431
77513.3407618  -0.04284773
77513.3407628  -0.04309187
77513.3407638  -0.04358017
77513.3407648  -0.04309187
77513.3407658  -0.04333602
77513.3407668  -0.04333602
77513.3407678  -0.04358017
77513.3407688  -0.04333602
77513.3407698  -0.04333602
77513.3407708  -0.04431261
77513.3407718  -0.04358017
77513.3407728  -0.04382431
77513.3407738  -0.04309187
77513.3407748  -0.04333602
77513.3407758  -0.04382431
77513.3407768  -0.04309187
77513.3407778  -0.04309187
77513.3407788  -0.04382431
77513.3407798  -0.04333602
77513.3407808  -0.04406846
77513.3407818  -0.04358017
77513.3407828  -0.04382431
77513.3407838  -0.04382431
77513.3407848  -0.04382431
77513.3407858  -0.04333602
77513.3407868  -0.04333602
77513.3407878  -0.04260358
77513.3407888  -0.04284773
77513.3407898  -0.04333602
77513.3407908  -0.04333602
77513.3407918  -0.04406846
77513.3407928  -0.04431261
77513.3407938  -0.04382431
77513.3407948  -0.04333602
77513.3407958  -0.04309187
77513.3407968  -0.04431261
77513.3407978  -0.04333602
77513.3407988  -0.04309187
77513.3407998  -0.04211529
77513.3408008  -0.04309187
77513.3408018  -0.04309187
77513.3408028  -0.04309187
77513.3408038  -0.04480090
77513.3408048  -0.04431261
77513.3408058  -0.04358017
77513.3408068  -0.04455675
77513.3408078  -0.04358017
77513.3408088  -0.04431261
77513.3408098  -0.04406846
77513.3408108  -0.04455675
77513.3408118  -0.04358017
77513.3408128  -0.04333602
77513.3408138  -0.04284773
77513.3408148  -0.04358017
77513.3408158  -0.04431261
77513.3408168  -0.04358017
77513.3408178  -0.04309187
77513.3408188  -0.04284773
77513.3408198  -0.04235943
77513.3408208  -0.04333602
77513.3408218  -0.04382431
77513.3408228  -0.04260358
77513.3408238  -0.04382431
77513.3408248  -0.04260358
77513.3408258  -0.04309187
77513.3408268  -0.04333602
77513.3408278  -0.04358017
77513.3408288  -0.04309187
77513.3408298  -0.04284773
77513.3408308  -0.04406846
77513.3408318  -0.04309187
77513.3408328  -0.04382431
77513.3408338  -0.04480090
77513.3408348  -0.04455675
77513.3408358  -0.04406846
77513.3408368  -0.04431261
77513.3408378  -0.04431261
77513.3408388  -0.04431261
77513.3408398  -0.04333602
77513.3408408  -0.04382431
77513.3408418  -0.04309187
77513.3408428  -0.04358017
77513.3408438  -0.04333602
77513.3408448  -0.04382431
77513.3408458  -0.04333602
77513.3408468  -0.04431261
77513.3408478  -0.04309187
77513.3408488  -0.04260358
77513.3408498  -0.04455675
77513.3408508  -0.04358017
77513.3408518  -0.04309187
77513.3408528  -0.04382431
77513.3408538  -0.04309187
77513.3408548  -0.04333602
77513.3408558  -0.04431261
77513.3408568  -0.04382431
77513.3408578  -0.04333602
77513.3408588  -0.04358017
77513.3408598  -0.04455675
77513.3408608  -0.04358017
77513.3408618  -0.04333602
77513.3408628  -0.04382431
77513.3408638  -0.04382431
77513.3408648  -0.04284773
77513.3408658  -0.04333602
77513.3408668  -0.04406846
77513.3408678  -0.04309187
77513.3408688  -0.04333602
77513.3408698  -0.04309187
77513.3408708  -0.04406846
77513.3408718  -0.04309187
77513.3408728  -0.04284773
77513.3408738  -0.04260358
77513.3408748  -0.04284773
77513.3408758  -0.04431261
77513.3408768  -0.04431261
77513.3408778  -0.04333602
77513.3408788  -0.04284773
77513.3408798  -0.04211529
77513.3408808  -0.04333602
77513.3408818  -0.04260358
77513.3408828  -0.04406846
77513.3408838  -0.04382431
77513.3408848  -0.04382431
77513.3408858  -0.04358017
77513.3408868  -0.04235943
77513.3408878  -0.04284773
77513.3408888  -0.04284773
77513.3408898  -0.04309187
77513.3408908  -0.04333602
77513.3408918  -0.04284773
77513.3408928  -0.04358017
77513.3408938  -0.04358017
77513.3408948  -0.04504505
77513.3408958  -0.04431261
77513.3408968  -0.04284773
77513.3408978  -0.04260358
77513.3408988  -0.04235943
77513.3408998  -0.04309187
77513.3409008  -0.04309187
77513.3409018  -0.04309187
77513.3409028  -0.04333602
77513.3409038  -0.04358017
77513.3409048  -0.04382431
77513.3409058  -0.04260358
77513.3409068  -0.04284773
77513.3409078  -0.04358017
77513.3409088  -0.04260358
77513.3409098  -0.04284773
77513.3409108  -0.04187114
77513.3409118  -0.04358017
77513.3409128  -0.04382431
77513.3409138  -0.04382431
77513.3409148  -0.04480090
77513.3409158  -0.04358017
77513.3409168  -0.04333602
77513.3409178  -0.04358017
77513.3409188  -0.04382431
77513.3409198  -0.04309187
77513.3409208  -0.04333602
77513.3409218  -0.04333602
77513.3409228  -0.04406846
77513.3409238  -0.04528919
77513.3409248  -0.04480090
77513.3409258  -0.04309187
77513.3409268  -0.04309187
77513.3409278  -0.04260358
77513.3409288  -0.04333602
77513.3409298  -0.04309187
77513.3409308  -0.04431261
77513.3409318  -0.04382431
77513.3409328  -0.04406846
77513.3409338  -0.04358017
77513.3409348  -0.04260358
77513.3409358  -0.04309187
77513.3409368  -0.04284773
77513.3409378  -0.04309187
77513.3409388  -0.04333602
77513.3409398  -0.04309187
77513.3409408  -0.04382431
77513.3409418  -0.04260358
77513.3409428  -0.04333602
77513.3409438  -0.04358017
77513.3409448  -0.04333602
77513.3409458  -0.04358017
77513.3409468  -0.04333602
77513.3409478  -0.04333602
77513.3409488  -0.04358017
77513.3409498  -0.04480090
77513.3409508  -0.04504505
77513.3409518  -0.04333602
77513.3409528  -0.04284773
77513.3409538  -0.04309187
77513.3409548  -0.04284773
77513.3409558  -0.04358017
77513.3409568  -0.04382431
77513.3409578  -0.04455675
77513.3409588  -0.04382431
77513.3409598  -0.04382431
77513.3409608  -0.04333602
77513.3409618  -0.04284773
77513.3409628  -0.04333602
77513.3409638  -0.04406846
77513.3409648  -0.04382431
77513.3409658  -0.04382431
77513.3409668  -0.04406846
77513.3409678  -0.04358017
77513.3409688  -0.04358017
77513.3409698  -0.04358017
77513.3409708  -0.04406846
77513.3409718  -0.04284773
77513.3409728  -0.04211529
77513.3409738  -0.04358017
77513.3409748  -0.04333602
77513.3409758  -0.04358017
77513.3409768  -0.04358017
77513.3409778  -0.04260358
77513.3409788  -0.04284773
77513.3409798  -0.04235943
77513.3409808  -0.04309187
77513.3409818  -0.04333602
77513.3409828  -0.04358017
77513.3409838  -0.04358017
77513.3409848  -0.04382431
77513.3409858  -0.04333602
77513.3409868  -0.04406846
77513.3409878  -0.04333602
77513.3409888  -0.04358017
77513.3409898  -0.04358017
77513.3409908  -0.04406846
77513.3409918  -0.04480090
77513.3409928  -0.04455675
77513.3409938  -0.04358017
77513.3409948  -0.04333602
77513.3409958  -0.04333602
77513.3409968  -0.04260358
77513.3409978  -0.04358017
77513.3409988  -0.04333602
77513.3409998  -0.04406846
77513.3410008  -0.04358017
77513.3410018  -0.04260358
77513.3410028  -0.04309187
77513.3410038  -0.04309187
77513.3410048  -0.04333602
77513.3410058  -0.04284773
77513.3410068  -0.04309187
77513.3410078  -0.04309187
77513.3410088  -0.04358017
77513.3410098  -0.04358017
77513.3410108  -0.04333602
77513.3410118  -0.04333602
77513.3410128  -0.04382431
77513.3410138  -0.04333602
77513.3410148  -0.04480090
77513.3410158  -0.04480090
77513.3410168  -0.04382431
77513.3410178  -0.04309187
77513.3410188  -0.04406846
77513.3410198  -0.04260358
77513.3410208  -0.04358017
77513.3410218  -0.04333602
77513.3410228  -0.04358017
77513.3410238  -0.04358017
77513.3410248  -0.04260358
77513.3410258  -0.04284773
77513.3410268  -0.04382431
77513.3410278  -0.04260358
77513.3410288  -0.04431261
77513.3410298  -0.04382431
77513.3410308  -0.04382431
77513.3410318  -0.04309187
77513.3410328  -0.04309187
77513.3410338  -0.04333602
77513.3410348  -0.04406846
77513.3410358  -0.04406846
77513.3410368  -0.04358017
77513.3410378  -0.04358017
77513.3410388  -0.04284773
77513.3410398  -0.04382431
77513.3410408  -0.04455675
77513.3410418  -0.04406846
77513.3410428  -0.04406846
77513.3410438  -0.04382431
77513.3410448  -0.04358017
77513.3410458  -0.04333602
77513.3410468  -0.04284773
77513.3410478  -0.04309187
77513.3410488  -0.04333602
77513.3410498  -0.04187114
77513.3410508  -0.04358017
77513.3410518  -0.04382431
77513.3410528  -0.04309187
77513.3410538  -0.04382431
77513.3410548  -0.04358017
77513.3410558  -0.04382431
77513.3410568  -0.04358017
77513.3410578  -0.04333602
77513.3410588  -0.04406846
77513.3410598  -0.04382431
77513.3410608  -0.04382431
77513.3410618  -0.04431261
77513.3410628  -0.04455675
77513.3410638  -0.04333602
77513.3410648  -0.04333602
77513.3410658  -0.04309187
77513.3410668  -0.04309187
77513.3410678  -0.04284773
77513.3410688  -0.04333602
77513.3410698  -0.04235943
77513.3410708  -0.04358017
77513.3410718  -0.04284773
77513.3410728  -0.04431261
77513.3410738  -0.04358017
77513.3410748  -0.04309187
77513.3410758  -0.04284773
77513.3410768  -0.04309187
77513.3410778  -0.04309187
77513.3410788  -0.04284773
77513.3410798  -0.04309187
77513.3410808  -0.04406846
77513.3410818  -0.04382431
77513.3410828  -0.04406846
77513.3410838  -0.04333602
77513.3410848  -0.04382431
77513.3410858  -0.04431261
77513.3410868  -0.04284773
77513.3410878  -0.04358017
77513.3410888  -0.04284773
77513.3410898  -0.04235943
77513.3410908  -0.04358017
77513.3410918  -0.04333602
77513.3410928  -0.04358017
77513.3410938  -0.04333602
77513.3410948  -0.04406846
77513.3410958  -0.04235943
77513.3410968  -0.04358017
77513.3410978  -0.04406846
77513.3410988  -0.04358017
77513.3410998  -0.04260358
77513.3411008  -0.04235943
77513.3411018  -0.04284773
77513.3411028  -0.04284773
77513.3411038  -0.04309187
77513.3411048  -0.04382431
77513.3411058  -0.04406846
77513.3411068  -0.04333602
77513.3411078  -0.04382431
77513.3411088  -0.04309187
77513.3411098  -0.04333602
77513.3411108  -0.04309187
77513.3411118  -0.04406846
77513.3411128  -0.04382431
77513.3411138  -0.04260358
77513.3411148  -0.04382431
77513.3411158  -0.04333602
77513.3411168  -0.04431261
77513.3411178  -0.04406846
77513.3411188  -0.04358017
77513.3411198  -0.04333602
77513.3411208  -0.04284773
77513.3411218  -0.04358017
77513.3411228  -0.04309187
77513.3411238  -0.04309187
77513.3411248  -0.04260358
77513.3411258  -0.04309187
77513.3411268  -0.04358017
77513.3411278  -0.04333602
77513.3411288  -0.04284773
77513.3411298  -0.04382431
77513.3411308  -0.04358017
77513.3411318  -0.04284773
77513.3411328  -0.04358017
77513.3411338  -0.04358017
77513.3411348  -0.04382431
77513.3411358  -0.04382431
77513.3411368  -0.04358017
77513.3411378  -0.04333602
77513.3411388  -0.04431261
77513.3411398  -0.04358017
77513.3411408  -0.04358017
77513.3411418  -0.04382431
77513.3411428  -0.04382431
77513.3411438  -0.04358017
77513.3411448  -0.04333602
77513.3411458  -0.04333602
77513.3411468  -0.04382431
77513.3411478  -0.04333602
77513.3411488  -0.04333602
77513.3411498  -0.04382431
77513.3411508  -0.04309187
77513.3411518  -0.04358017
77513.3411528  -0.04309187
77513.3411538  -0.04480090
77513.3411548  -0.04382431
77513.3411558  -0.04333602
77513.3411568  -0.04382431
77513.3411578  -0.04431261
77513.3411588  -0.04431261
77513.3411598  -0.04358017
77513.3411608  -0.04333602
77513.3411618  -0.04309187
77513.3411628  -0.04431261
77513.3411638  -0.04358017
77513.3411648  -0.04358017
77513.3411658  -0.04431261
77513.3411668  -0.04333602
77513.3411678  -0.04431261
77513.3411688  -0.04358017
77513.3411698  -0.04235943
77513.3411708  -0.04406846
77513.3411718  -0.04406846
77513.3411728  -0.04309187
77513.3411738  -0.04260358
77513.3411748  -0.04309187
77513.3411758  -0.04358017
77513.3411768  -0.04406846
77513.3411778  -0.04406846
77513.3411788  -0.04309187
77513.3411798  -0.04284773
77513.3411808  -0.04309187
77513.3411818  -0.04382431
77513.3411828  -0.04333602
77513.3411838  -0.04284773
77513.3411848  -0.04235943
77513.3411858  -0.04382431
77513.3411868  -0.04309187
77513.3411878  -0.04358017
77513.3411888  -0.04333602
77513.3411898  -0.04382431
77513.3411908  -0.04431261
77513.3411918  -0.04480090
77513.3411928  -0.04406846
77513.3411938  -0.04480090
77513.3411948  -0.04431261
77513.3411958  -0.04358017
77513.3411968  -0.04358017
77513.3411978  -0.04406846
77513.3411988  -0.04382431
77513.3411998  -0.04382431
77513.3412008  -0.04406846
77513.3412018  -0.04431261
77513.3412028  -0.04284773
77513.3412038  -0.04235943
77513.3412048  -0.04138285
77513.3412058  -0.04333602
77513.3412068  -0.04358017
77513.3412078  -0.04358017
77513.3412088  -0.04382431
77513.3412098  -0.04431261
77513.3412108  -0.04309187
77513.3412118  -0.04382431
77513.3412128  -0.04358017
77513.3412138  -0.04333602
77513.3412148  -0.04358017
77513.3412158  -0.04406846
77513.3412168  -0.04358017
77513.3412178  -0.04358017
77513.3412188  -0.04455675
77513.3412198  -0.04406846
77513.3412208  -0.04309187
77513.3412218  -0.04406846
77513.3412228  -0.04333602
77513.3412238  -0.04333602
77513.3412248  -0.04382431
77513.3412258  -0.04431261
77513.3412268  -0.04406846
77513.3412278  -0.04309187
77513.3412288  -0.04358017
77513.3412298  -0.04309187
77513.3412308  -0.04358017
77513.3412318  -0.04382431
77513.3412328  -0.04333602
77513.3412338  -0.04431261
77513.3412348  -0.04309187
77513.3412358  -0.04235943
77513.3412368  -0.04382431
77513.3412378  -0.04309187
77513.3412388  -0.04382431
77513.3412398  -0.04406846
77513.3412408  -0.04406846
77513.3412418  -0.04358017
77513.3412428  -0.04382431
77513.3412438  -0.04382431
77513.3412448  -0.04284773
77513.3412458  -0.04382431
77513.3412468  -0.04406846
77513.3412478  -0.04309187
77513.3412488  -0.04382431
77513.3412498  -0.04431261
77513.3412508  -0.04406846
77513.3412518  -0.04358017
77513.3412528  -0.04333602
77513.3412538  -0.04358017
77513.3412548  -0.04284773
77513.3412558  -0.04235943
77513.3412568  -0.04260358
77513.3412578  -0.04309187
77513.3412588  -0.04284773
77513.3412598  -0.04358017
77513.3412608  -0.04406846
77513.3412618  -0.04333602
77513.3412628  -0.04406846
77513.3412638  -0.04333602
77513.3412648  -0.04309187
77513.3412658  -0.04358017
77513.3412668  -0.04260358
77513.3412678  -0.04309187
77513.3412688  -0.04431261
77513.3412698  -0.04382431
77513.3412708  -0.04406846
77513.3412718  -0.04333602
77513.3412728  -0.04406846
77513.3412738  -0.04382431
77513.3412748  -0.04333602
77513.3412758  -0.04358017
77513.3412768  -0.04260358
77513.3412778  -0.04333602
77513.3412788  -0.04333602
77513.3412798  -0.04260358
77513.3412808  -0.04406846
77513.3412818  -0.04406846
77513.3412828  -0.04406846
77513.3412838  -0.04260358
77513.3412848  -0.04284773
77513.3412858  -0.04309187
77513.3412868  -0.04211529
77513.3412878  -0.04284773
77513.3412888  -0.04406846
77513.3412898  -0.04358017
77513.3412908  -0.04333602
77513.3412918  -0.04284773
77513.3412928  -0.04382431
77513.3412938  -0.04309187
77513.3412948  -0.04358017
77513.3412958  -0.04358017
77513.3412968  -0.04406846
77513.3412978  -0.04382431
77513.3412988  -0.04284773
77513.3412998  -0.04309187
77513.3413008  -0.04382431
77513.3413018  -0.04431261
77513.3413028  -0.04406846
77513.3413038  -0.04309187
77513.3413048  -0.04309187
77513.3413058  -0.04358017
77513.3413068  -0.04406846
77513.3413078  -0.04235943
77513.3413088  -0.04358017
77513.3413098  -0.04382431
77513.3413108  -0.04358017
77513.3413118  -0.04358017
77513.3413128  -0.04333602
77513.3413138  -0.04333602
77513.3413148  -0.04309187
77513.3413158  -0.04382431
77513.3413168  -0.04333602
77513.3413178  -0.04333602
77513.3413188  -0.04284773
77513.3413198  -0.04333602
77513.3413208  -0.04309187
77513.3413218  -0.04382431
77513.3413228  -0.04406846
77513.3413238  -0.04358017
77513.3413248  -0.04382431
77513.3413258  -0.04455675
77513.3413268  -0.04431261
77513.3413278  -0.04358017
77513.3413288  -0.04187114
77513.3413298  -0.04187114
77513.3413308  -0.04333602
77513.3413318  -0.04309187
77513.3413328  -0.04431261
77513.3413338  -0.04333602
77513.3413348  -0.04333602
77513.3413358  -0.04406846
77513.3413368  -0.04333602
77513.3413378  -0.04333602
77513.3413388  -0.04284773
77513.3413398  -0.04284773
77513.3413408  -0.04284773
77513.3413418  -0.04358017
77513.3413428  -0.04406846
77513.3413438  -0.04358017
77513.3413448  -0.04455675
77513.3413458  -0.04431261
77513.3413468  -0.04333602
77513.3413478  -0.04333602
77513.3413488  -0.04235943
77513.3413498  -0.04162699
77513.3413508  -0.04211529
77513.3413518  -0.04358017
77513.3413528  -0.04406846
77513.3413538  -0.04358017
77513.3413548  -0.04431261
77513.3413558  -0.04382431
77513.3413568  -0.04455675
77513.3413578  -0.04382431
77513.3413588  -0.04333602
77513.3413598  -0.04260358
77513.3413608  -0.04358017
77513.3413618  -0.04333602
77513.3413628  -0.04309187
77513.3413638  -0.04382431
77513.3413648  -0.04333602
77513.3413658  -0.04358017
77513.3413668  -0.04284773
77513.3413678  -0.04284773
77513.3413688  -0.04284773
77513.3413698  -0.04358017
77513.3413708  -0.04382431
77513.3413718  -0.04382431
77513.3413728  -0.04260358
77513.3413738  -0.04260358
77513.3413748  -0.04333602
77513.3413758  -0.04309187
77513.3413768  -0.04382431
77513.3413778  -0.04431261
77513.3413788  -0.04358017
77513.3413798  -0.04260358
77513.3413808  -0.04260358
77513.3413818  -0.04260358
77513.3413828  -0.04358017
77513.3413838  -0.04260358
77513.3413848  -0.04406846
77513.3413858  -0.04333602
77513.3413868  -0.04358017
77513.3413878  -0.04406846
77513.3413888  -0.04358017
77513.3413898  -0.04333602
77513.3413908  -0.04309187
77513.3413918  -0.04284773
77513.3413928  -0.04382431
77513.3413938  -0.04455675
77513.3413948  -0.04333602
77513.3413958  -0.04382431
77513.3413968  -0.04382431
77513.3413978  -0.04309187
77513.3413988  -0.04382431
77513.3413998  -0.04406846
77513.3414008  -0.04382431
77513.3414018  -0.04406846
77513.3414028  -0.04480090
77513.3414038  -0.04480090
77513.3414048  -0.04406846
77513.3414058  -0.04358017
77513.3414068  -0.04358017
77513.3414078  -0.04235943
77513.3414088  -0.04431261
77513.3414098  -0.04358017
77513.3414108  -0.04333602
77513.3414118  -0.04309187
77513.3414128  -0.04406846
77513.3414138  -0.04528919
77513.3414148  -0.04480090
77513.3414158  -0.04406846
77513.3414168  -0.04358017
77513.3414178  -0.04358017
77513.3414188  -0.04358017
77513.3414198  -0.04382431
77513.3414208  -0.04406846
77513.3414218  -0.04333602
77513.3414228  -0.04382431
77513.3414238  -0.04406846
77513.3414248  -0.04309187
77513.3414258  -0.04333602
77513.3414268  -0.04333602
77513.3414278  -0.04382431
77513.3414288  -0.04309187
77513.3414298  -0.04358017
77513.3414308  -0.04235943
77513.3414318  -0.04333602
77513.3414328  -0.04309187
77513.3414338  -0.04358017
77513.3414348  -0.04431261
77513.3414358  -0.04284773
77513.3414368  -0.04284773
77513.3414378  -0.04358017
77513.3414388  -0.04382431
77513.3414398  -0.04455675
77513.3414408  -0.04528919
77513.3414418  -0.04504505
77513.3414428  -0.04406846
77513.3414438  -0.04358017
77513.3414448  -0.04431261
77513.3414458  -0.04406846
77513.3414468  -0.04333602
77513.3414478  -0.04382431
77513.3414488  -0.04284773
77513.3414498  -0.04284773
77513.3414508  -0.04358017
77513.3414518  -0.04333602
77513.3414528  -0.04333602
77513.3414538  -0.04309187
77513.3414548  -0.04309187
77513.3414558  -0.04382431
77513.3414568  -0.04358017
77513.3414578  -0.04382431
77513.3414588  -0.04431261
77513.3414598  -0.04382431
77513.3414608  -0.04333602
77513.3414618  -0.04358017
77513.3414628  -0.04284773
77513.3414638  -0.04358017
77513.3414648  -0.04382431
77513.3414658  -0.04382431
77513.3414668  -0.04382431
77513.3414678  -0.04333602
77513.3414688  -0.04309187
77513.3414698  -0.04358017
77513.3414708  -0.04309187
77513.3414718  -0.04358017
77513.3414728  -0.04284773
77513.3414738  -0.04211529
77513.3414748  -0.04162699
77513.3414758  -0.04284773
77513.3414768  -0.04260358
77513.3414778  -0.04333602
77513.3414788  -0.04431261
77513.3414798  -0.04333602
77513.3414808  -0.04309187
77513.3414818  -0.04406846
77513.3414828  -0.04431261
77513.3414838  -0.04406846
77513.3414848  -0.04382431
77513.3414858  -0.04333602
77513.3414868  -0.04431261
77513.3414878  -0.04406846
77513.3414888  -0.04333602
77513.3414898  -0.04358017
77513.3414908  -0.04333602
77513.3414918  -0.04309187
77513.3414928  -0.04309187
77513.3414938  -0.04333602
77513.3414948  -0.04406846
77513.3414958  -0.04284773
77513.3414968  -0.04358017
77513.3414978  -0.04309187
77513.3414988  -0.04333602
77513.3414998  -0.04358017
77513.3415008  -0.04406846
77513.3415018  -0.04406846
77513.3415028  -0.04333602
77513.3415038  -0.04406846
77513.3415048  -0.04309187
77513.3415058  -0.04333602
77513.3415068  -0.04382431
77513.3415078  -0.04480090
77513.3415088  -0.04406846
77513.3415098  -0.04284773
77513.3415108  -0.04333602
77513.3415118  -0.04333602
77513.3415128  -0.04309187
77513.3415138  -0.04284773
77513.3415148  -0.04333602
77513.3415158  -0.04358017
77513.3415168  -0.04358017
77513.3415178  -0.04358017
77513.3415188  -0.04358017
77513.3415198  -0.04309187
77513.3415208  -0.04260358
77513.3415218  -0.04260358
77513.3415228  -0.04333602
77513.3415238  -0.04406846
77513.3415248  -0.04333602
77513.3415258  -0.04358017
77513.3415268  -0.04406846
77513.3415278  -0.04309187
77513.3415288  -0.04406846
77513.3415298  -0.04455675
77513.3415308  -0.04406846
77513.3415318  -0.04382431
77513.3415328  -0.04260358
77513.3415338  -0.04358017
77513.3415348  -0.04382431
77513.3415358  -0.04309187
77513.3415368  -0.04406846
77513.3415378  -0.04382431
77513.3415388  -0.04333602
77513.3415398  -0.04309187
77513.3415408  -0.04358017
77513.3415418  -0.04162699
77513.3415428  -0.04284773
77513.3415438  -0.04260358
77513.3415448  -0.04309187
77513.3415458  -0.04333602
77513.3415468  -0.04358017
77513.3415478  -0.04333602
77513.3415488  -0.04358017
77513.3415498  -0.04284773
77513.3415508  -0.04260358
77513.3415518  -0.04309187
77513.3415528  -0.04358017
77513.3415538  -0.04309187
77513.3415548  -0.04284773
77513.3415558  -0.04406846
77513.3415568  -0.04431261
77513.3415578  -0.04358017
77513.3415588  -0.04333602
77513.3415598  -0.04358017
77513.3415608  -0.04284773
77513.3415618  -0.04382431
77513.3415628  -0.04333602
77513.3415638  -0.04382431
77513.3415648  -0.04455675
77513.3415658  -0.04358017
77513.3415668  -0.04406846
77513.3415678  -0.04284773
77513.3415688  -0.04309187
77513.3415698  -0.04382431
77513.3415708  -0.04406846
77513.3415718  -0.04235943
77513.3415728  -0.04333602
77513.3415738  -0.04358017
77513.3415748  -0.04309187
77513.3415758  -0.04235943
77513.3415768  -0.04333602
77513.3415778  -0.04333602
77513.3415788  -0.04309187
77513.3415798  -0.04358017
77513.3415808  -0.04284773
77513.3415818  -0.04382431
77513.3415828  -0.04431261
77513.3415838  -0.04358017
77513.3415848  -0.04333602
77513.3415858  -0.04309187
77513.3415868  -0.04187114
77513.3415878  -0.04260358
77513.3415888  -0.04358017
77513.3415898  -0.04358017
77513.3415908  -0.04431261
77513.3415918  -0.04504505
77513.3415928  -0.04455675
77513.3415938  -0.04260358
77513.3415948  -0.04382431
77513.3415958  -0.04260358
77513.3415968  -0.04358017
77513.3415978  -0.04358017
77513.3415988  -0.04260358
77513.3415998  -0.04358017
77513.3416008  -0.04309187
77513.3416018  -0.04431261
77513.3416028  -0.04309187
77513.3416038  -0.04333602
77513.3416048  -0.04333602
77513.3416058  -0.04333602
77513.3416068  -0.04358017
77513.3416078  -0.04309187
77513.3416088  -0.04358017
77513.3416098  -0.04309187
77513.3416108  -0.04382431
77513.3416118  -0.04309187
77513.3416128  -0.04406846
77513.3416138  -0.04455675
77513.3416148  -0.04382431
77513.3416158  -0.04382431
77513.3416168  -0.04358017
77513.3416178  -0.04382431
77513.3416188  -0.04382431
77513.3416198  -0.04309187
77513.3416208  -0.04260358
77513.3416218  -0.04358017
77513.3416228  -0.04309187
77513.3416238  -0.04284773
77513.3416248  -0.04358017
77513.3416258  -0.04309187
77513.3416268  -0.04431261
77513.3416278  -0.04358017
77513.3416288  -0.04284773
77513.3416298  -0.04284773
77513.3416308  -0.04358017
77513.3416318  -0.04309187
77513.3416328  -0.04333602
77513.3416338  -0.04333602
77513.3416348  -0.04358017
77513.3416358  -0.04431261
77513.3416368  -0.04455675
77513.3416378  -0.04382431
77513.3416388  -0.04358017
77513.3416398  -0.04284773
77513.3416408  -0.04382431
77513.3416418  -0.04333602
77513.3416428  -0.04382431
77513.3416438  -0.04406846
77513.3416448  -0.04211529
77513.3416458  -0.04284773
77513.3416468  -0.04358017
77513.3416478  -0.04333602
77513.3416488  -0.04333602
77513.3416498  -0.04480090
77513.3416508  -0.04431261
77513.3416518  -0.04431261
77513.3416528  -0.04284773
77513.3416538  -0.04260358
77513.3416548  -0.04260358
77513.3416558  -0.04333602
77513.3416568  -0.04358017
77513.3416578  -0.04235943
77513.3416588  -0.04309187
77513.3416598  -0.04406846
77513.3416608  -0.04333602
77513.3416618  -0.04431261
77513.3416628  -0.04333602
77513.3416638  -0.04309187
77513.3416648  -0.04382431
77513.3416658  -0.04358017
77513.3416668  -0.04211529
77513.3416678  -0.04333602
77513.3416688  -0.04333602
77513.3416698  -0.04309187
77513.3416708  -0.04358017
77513.3416718  -0.04284773
77513.3416728  -0.04333602
77513.3416738  -0.04309187
77513.3416748  -0.04260358
77513.3416758  -0.04309187
77513.3416768  -0.04382431
77513.3416778  -0.04431261
77513.3416788  -0.04333602
77513.3416798  -0.04309187
